X,Y,OBJECTID,PROGRAM_ID,AGENCY_ID,NAME,ADDRESS,ADDRESS2,ZIPCODE,AKA,PHONE,PHONE2,PHONE3,PHONE4,PHONE5,PHONE1_DESCRIPTION,PHONE2_DESCRIPTION,PHONE3_DESCRIPTION,PHONE4_DESCRIPTION,PHONE5_DESCRIPTION,FAX,WEB_URL,EMAIL,BUSINESS_HOURS,ELIGIBILITY,FEES,INTAKE,LANGUAGES,AREA_SERVED,DOCUMENTATION,DIRECTIONS,TRANSPORTATION,QUADRANT,PAYMENT_METHODS,VOLUNTEER_OPPORTUNITIES,SEASON_START_DATE,SEASON_END_DATE,WAIT_LIST_PERIOD,HANDICAP,PUBLIC_RECORD,SEARCHABLE_AREA,DIRECTOR,TITLE,WEB_WARD,DESCRIPTION,ADDRESS_ID,KEYWORD
-77.027878322784574,38.958825029734207,620,DCAP0366AK,DCAP0586,DCG - DPR - Emery Recreation Center,5801 GEORGIA AVENUE NW,,20011,"DPR, DRP",(202) 576-3211,(202) 673-7647,,,,Main Number,General Customer Service Number,,,,(202) 576-8905,http://www.dpr.dc.gov,,"9:00 am - 10:00 pm, Monday - Friday; 7:00 am - 7:00 pm, Saturday - Sunday",,,,,,,,,NW,"No Payment,",,,,,,1,,Benjamin Cottey,Administrator,,"Offers a wide variety of recreation, leisure and educational programs.  Activities include the Jabbo Kenner Youth Football program, tackle football, weight training, cheerleading and pom-pom.				                                                        ",285269,Leisure
-77.029698920933882,38.952912276066904,621,DCAP0366AL,DCAP0586,DCG - DPR - Hamilton Recreation Center,13TH STREET NW AND HAMILTON STREET NW,,20011,"DPR, DRP",(202) 576-6855,(202) 673-7647,,,,Main Number,General Customer Service Number,,,,(202) 576-8905,http://www.dpr.dc.gov,,"9:00 am - 10:00 pm, Monday - Friday; 7:00 am - 7:00 pm, Saturday - Sunday",,,,,,,,,NW,"No Payment,",,,,,,1,,Benjamin Cottey,Administrator,,"Offers a wide variety of recreation, leisure and educational programs.  										",16170,Leisure
-77.068217354099517,38.953975606661793,622,DCAP0294AA,DCAP0294,Methodist Home of the District of Columbia,4901 CONNECTICUT AVENUE NW,,20008,,(202) 966-7623,,,,,Main Reception Number,,,,,(202) 362-6917,,,Open 24 hours,"DC residents sixty-five years or older; must satisfy health requirements; must be able to afford the Methodist Home","Sliding scale, depends on the size of unit and level of services required","Telephone, By Appointment; Walk-In",English,District of Columbia,"Documents that proove age, income level, and healthcare needs","Metro Rail Stop: Van Ness Station (Red Line), 5 blocks","Transportation provided for medical visits and other needs; transportation arranged in the absence of program's transportation",NW,"Medicare, Other,",,,,,"Designated Parking, Indoor Wheelchair, Outside Ramps, Elevators or None Needed",1,,Eva M. Counter,Chief Executive Officer,,"Assisted living facility that provides all necessary daily services, including healthcare, all meals, all laundry, housekeeping, transportation to medical appointments, activities, and social services to its clients who are sixty-five years old and over.",220518,Assisted Living Facility (ALF)
-76.975576437889785,38.885227257487706,623,DCAP0093AC,DCAP0349,DCG - DOH - HCSNA - DC General - STD Clinic,1900 MASSACHUSETTS AVENUE SE,Building 8,20003,Sexually Transmitted Diseases Clinic,(202) 698-4050,(202) 832-7000,(919) 361-8488,(800) 342-2437,,Main Number,STD Control Hotline,National Herpes Hotline,DC AIDS Information Line,,(202) 727-8477,http://dchealth.dc.gov,,"8:00 am - 3:00 pm, Monday - Friday",Must be at least 12 years old,No Fee,Walk-In (no appointment necessary),"English, Spanish",District of Columbia,None,"Located on grounds of DC General Hospital, behind the main hospital",,SE,"No Payment,",,,,,"Indoor Wheelchair, Elevators or None Needed, Other",1,,"Ricardo M. Calderon, MD","Chief, Preventive Health Services",,"Provides free sexually transmitted disease testing, examination, diagnosis, and treatment for: Syphilis, Gonorrhea, Chlamydia, Herpes, and other sexually transmitted diseases and conditions.  Specialist staff offer confidential HIV counseling and testing",301068,HIV/AIDS-Education/Information
-76.948248492089448,38.89574490523367,624,DCAP0296AA,DCAP0296,Center for Aging - Project KEEN,4025 MINNESOTA AVENUE NE,,20019,,(202) 388-4280,,,,,Main Number,,,,,,,,"8:30 am - 5:00 pm, Monday - Friday; centers are open from 10:00 am - 2:00 pm",Senior citizens aged 60 and older who reside in Ward 7,No Fee,"Telephone, By Appointment",English,Ward 7,"Social Security card, others as needed",Metro Rail Stop:  Anacostia (Green Line),Provided,NE,"No Payment, Private Insurance, Major Credit Card, Medicare,",,,,,"Indoor Wheelchair, Outside Ramps",1,,Elisa T. Nicholls,Program Director,,"Provides congregate and homebound meals to senior citizens who reside east of the Anacostia River in Ward 7.  In addition to meals, other services offered include a literacy program, nutrition counseling and health promotion, recreation/ socialization, r",288072,Food-Congregate Meals
-77.041006970185066,38.895681606683375,625,DCAP0299AA,DCAP0299,WREI - Congressional Fellowships on Women and Public Policy,1750 NEW YORK AVENUE NW,Suite 350,20006,,(202) 628-0444,,,,,Main Number,,,,,(202) 628-0458,http://www.wrei.org,wrei@wrei.org,"9:00 am - 5:30 pm, Monday - Friday","Students who are currently in, or have recently completed, a graduate or professional-degree program at an accredited institution in the US",,"Telephone, By Application",English,District of Columbia,Completed Application,Metro Rail Stop:  Farragut West (Orange/Blue Line),,NW,"No Payment,",,,,,"Indoor Wheelchair, Outside Ramps, Elevators or None Needed",1,,Betty Dooloey,President,,Awards annual fellowships to a select number of graduate students with a proven commitment to equity for women.  Fellows gain practical policymaking experience and graduate credit as they work as Congressional legislative aides in Washington. Tuition sti,279376,Education-Scholarships
-77.015654505443507,38.895453357962545,626,DCAP0501AB,DCAP0611,DCG - SEO - DC Leveraging Education Assistance Program,441 4TH STREET NW,Suite 350 North,20001,"OPERA, Office of Post-Secondary Education",(202) 727-6436,,,,,Main Number,,,,,,seo.dc.gov,,"8:15 am - 4:45 pm, Monday - Friday",DC residents,,call for information and appointment,,District of Columbia,,,,NW,,,,,,,1,,Ulysses Glee,Administrator,,Awards need-based grants to eligible District of Columbia residents attending colleges and universities around the country.  Applications received after annual deadline will be awarded on a funds-available basis.  Private scholarships are also available ,285552,DC Government
-76.989240039254767,38.865445699309092,627,DCAP0501AC,DCAP0337,DCG - DHS - OWO - Tuition Assistance Program Initiative for TANF,2100 MARTIN LUTHER KING JR AVENUE SE,Suite 401,20020,"IMA, Income Maintenance Administration, TAPIT, OPERA, Office of Work Opportunity",(202) 698-1860,,,,,Main Number,,,,,(202) 535-1035,http://seo.dc.gov,,"8:15 am - 4:45 pm, Monday - Friday","DC residents, hold a GED or High School Diploma, eligible TANF customer, not hold a Post Secondary Degree, accepted for a 2 - 4 year degree, approved for TAPIT prior to enrollment",No Fee,By Application (with attached documentation),,District of Columbia,"Completed application, college acceptance letter, 2 letters of recommendation, essay, copy of GED/HS Dip., Financial aid forms",,,SE,,,,,,,1,,Vincent Miller,Administrator,,"Offers a scholarship program to assist eligible TANF customers in obtaining a degree at a local college or university.  Scholarships are need based and awards are made once per academic year.  Funding may be used to cover tuition, fees, and books at any ",51883,DC Government
-77.024768551253501,38.898699116426073,628,DCAP0345BE,DCAP0345,DCG - Public Library - Services for the Homebound,901 G STREET NW,Room 215,20001,Services for the Homebound,(202) 727-2142,,(202) 727-3040,,,General Information,,Administrative Number,,,(202) 727-1129,dclibrary.org,,"10:00 am - 9:00 pm, Monday - Thursday; 10:00 am - 5:30 pm, Friday, Saturday; 1:00pm - 5:00 pm, Sunday",None,No fee,Walk-In,English,District of Columbia,,"Metro Rail Stops Metro Center, Gallery Place; Metro Bus Routes 70,71, 80, X2, P6",,NW,"No Payment,",,,,,"Indoor Wheelchair, Elevators or None Needed",1,,Arthur Smith,Manager,,Provides access for the homebound to all materials in the Library's collections through home delivery.  ,239815,Adult Education
-77.015654505443507,38.895453357962545,629,DCAP0501AD,DCAP0611,DCG - SEO - DC College Access Program,441 4TH STREET NW,Room 350 North,20001,"DC CAP, OPERA, Office of Post-Secondary Education",(202) 727-6436,,,,,Main Number,,,,,,seo.dc.gov,,"8:15 am - 4:45 pm, Monday - Friday",Call for details,,,,District of Columbia,,,,NW,,,,,,,1,,,,,"DC College Access Act makes it possible for DC residents, once admitted, to attend state colleges and universities in Maryland and Virginia at the equivalent of in-state tuition rates or receive a grant of $2500 to attend a private college in DC or its s",285552,DC Government
-77.015654505443507,38.895453357962545,630,DCAP0501AE,DCAP0611,DCG - SEO - Professional Development Program,441 4TH STREET NW,Suite 350 North,20001,"OPERA, Office of Post-Secondary Education",(202) 727-6436,,,,,Main Number,,,,,,seo.dc.gov,,"8:15 am - 4:45 pm, Monday - Friday",,,,,,,,,NW,,,,,,,1,,Ulysses Glee,Administrator,,Provides competitive grants to DC colleges and universities to fund programs that improve the skills of teachers in math and science and to increase the access of all students to that institution.,285552,Education-Tuition Assistance
-77.015654505443507,38.895453357962545,631,DCAP0501AF,DCAP0611,DCG - SEO - Guaranteed Student Loan Program,441 4TH STREET NW,Suite 350 North,20001,"OPERA, Office of Post-Secondary Education",(202) 727-6436,,,,,Main Number,,,,,,seo.dc.gov,,"8:15 am - 4:45 pm, Monday - Friday",,,,,,,,,NW,,,,,,,1,,,,,Receives loan payments on defaulted student loans and provides counseling and information to borrowers in repayment.,285552,DC Government
-77.024768551253501,38.898699116426073,632,DCAP0345BF,DCAP0345,DCG - Public Library - Library Services for the Deaf Community,901 G STREET NW,Room 215,20001,Library Services for the Deaf Community,(202) 727-2145,,,,(202) 727-2145,General Information,,,,TTY/TDD Number,(202) 727-1129,dclibrary.org,,"10:00 am - 9:00 pm, Monday - Thursday; 10:00 am - 5:30 pm, Friday, Saturday; 1:00pm - 5:00 pm, Sunday",None,No fee,Walk-In,English,District of Columbia,,"Metro Rail Stops Metro Center, Gallery Place; Metro Bus Routes 70,71, 80, X2, P6",,NW,"No Payment,",,,,,"Indoor Wheelchair, Elevators or None Needed",1,,Janice Rosen,Director,,"Assures that the deaf community and their family members are aware of existing library and information services within the District of Columbia Public Library System.  Provides public awareness about hearing loss, auxiliary aids and services, and deaf cu",239815,Adult Education
-77.036178206022001,38.904071067312586,633,DCAP0300AA,DCAP0300,Women Empowered Against Violence (WEAVE),1111 16TH STREET NW,Suite 410,20036,WEAVE,(202) 452-9550,,,,,Intake Number,,,,,(202) 452-8255,http://www.weaveincorp.org,info@weaveincorp.org,"9:00 am - 6:00 pm, Monday - Friday",Victims of domestic violence in the District,Sliding Scale,"Telephone, By Appointment Only","English, Spanish, Portuguese",District of Columbia,,,,NW,,"Anytime, Mornings",,,,"Elevators or None Needed, Other",1,,Lydia Watts,Executive Director,,"Represents clients for their full range of legal needs, including civil protection orders, divorce, custody, child support, immigration issues, dissolution of joint debt, and any other legal issues relating to their domestic violence.  Helps victims secu",242327,Legal-Representation
-77.038857466533813,38.912876316806717,634,DCAP0301AA,DCAP0301,Dupont Comprehensive Health Center,1700 17TH STREET NW,,20009,,(202) 483-4400,,,,,Main Number,,,,,(202) 234-2021,www.georgetown.edu/student-affairs/reslife/csg/CSG_pregnancy.htm,,"9:00 am - 5:00 pm, Monday, Tuesday, Wednesday, Friday; 9:00 am - 7:00 pm, Thursday; 9:00 am - 2:00 pm, Saturday",None,"Sliding scale, Insurance (reduced rate for those without insurance), Discount or no charge for doctor visit if cannot afford to pay (proof required)","By Appointment, Telephone; Walk-In","English; Spanish",District of Columbia,Insurance Card,"Metro Rail Stop: Dupont Circle (Red Line), 5 blocks",,Du,"Private Insurance, Medicaid, Major Credit Card, Medicare, Other,",,,,35,"Indoor Wheelchair, Outside Ramps, Elevators or None Needed",1,,Zahid Hameedi,Officer Manager,,Provides quality healthcare to those in need.  Offers services at a reduced rate to those with no insurance or who cannot afford the fees.  Internal Medicine provided full-time and OB/GYN comes twice a week.,226276,Health Care
-77.020692625820175,38.913923030592066,635,DCAP0303AA,DCAP0303,Manna Community Development Corporation - Shaw EcoVillage (SEV),614 S STREET NW,,20001,"CDC, SEV",(202) 235-2915,,,,,Intake number,,,,,(202) 667-5196,http://mannadc.org,manna@dc.org,"9:00 am - 5:00 pm, Monday - Friday",None,No fee,Telephone,English,High school students in the Shaw neighborhood,Written parental permission,"Metro Rail Stop: Shaw/Howard (Green Line); Metro Bus Route: #70 to 7th and S streets NW, 1 block",,NW,"No Payment,",,,,,Outside Ramps,1,CENTRAL___,Ondine Wilhelm/Elizabeth Leigh,Co-Directors,,"Provides summer internships for Shaw area high school students.  Offers training in sustainable community development and ways of looking at the community that will make a difference.  Teaches job readiness skills such as interviewing, problem solving an",279855,Employment-Youth
-77.024187821945688,38.909421071160203,636,DCAP0302AA,DCAP0302,Interfaith Conference of Metropolitan Washington -  EFS Directory,1426 9TH STREET NW,2nd Floor,20001,"IFC, Emergency Food and & Shelter Directory (EFSD)",(202) 234-6300,,,,,Main Number,,,,,(202) 234-6303,http://www.interfaith-metrodc.org,ifc@ifcmw.org,"9:30 am - 5:30 pm, Monday - Friday",,Postage,"Mail, Walk-In",,DC Metro Area,,"Metro Rail Stop: Shaw/Howard (Green Line), 8th Street exit",,NW,,,,,,,1,,Rev. Clark Lobenstine,Executive Director,,"Provides a pocket size emergency food and shelter directory for use by social service providers, agencies and programs (NOT for individual client use).  Lists emergency food, soup kitchens, shelters, medical services and additional social service resourc",243060,Social Services - Directory
-76.966347400716529,38.934297650948487,637,DCAP0060AA,DCAP0060,Hedin House Apartments,2900 NEWTON STREET NE,,20018,,(202) 635-0985,,,,,Intake Number,,,,,(202) 526-4235,,hedinhouse@aimco.com,"9:00 am - 5:30 pm, Monday - Friday",Persons over 62 years of age or persons with a disability,,"Telephone, Walk-In (ask for the Community Manager)",,District of Columbia,"Social Security card, Picture ID, Last Paycheck Stub",Metro Rail Stop:  Rhode Island Ave (Red Line),Provides transportation in major parts of Eastern Ave & Rhode Island Ave NE,NE,"Other,",,,,180,"Indoor Wheelchair, Elevators or None Needed",1,,Maxene A. Johnson,Community Manager,,Provides efficiency and one bedroom apartments for seniors and disabled persons.,287312,Housing-Disabled
-77.013353051715882,38.905387342156509,638,DCAP0305AA,DCAP0305,"Perry School Community Services Center, Inc. - Social Services",128 M STREET NW,Suite 318,20001,"PSCSC, Inc.",(202) 321-2440,(202) 439-5305,(202) 312-7140,(202) 312-2443,(202) 312-2445,Intake Number,After-hours Number,Administrative Number,Assistant Director's Direct Dial Number,Director's Direct Dial Number,(202) 312-7145,www.perrychool.org,ppegram@perryschool.org,"9:00 am - 5:00 pm, Monday - Friday",Reside in service area,No fee,"Telephone, By Appointment, Referral from other agencies (such as the North Capitol Collaborative)",,"Reside between 7th St, NW; 2nd St, NE; the railroad tracks; Florida and Rhode Island Ave on the North and Louisiana and Pennsylvania Ave on the South","Written parental permission, Social Security card, Eviction notice, Picture ID, Utility cut off notice, Proof of residence","Metro Rail Stop: Union Station (Red Line), 7 blocks; Metro Bus Route: #P6, #96, stops in the same block",Home Visits may be required for some social services,6,"No Payment,",,,,,"Designated Parking, Indoor Wheelchair, Outside Ramps, Elevators or None Needed",1,*DC_______,Margaret Pegram,Director of Social Services,,Provides social services for family support and individual support through DC licensed social workers and family support workers.,279016,MH-Counseling
-77.045150439668049,38.908998935315417,639,DCAP0306AA,DCAP0306,DC Prisoner's Legal Services Project,1400 20TH STREET NW,Suite 117,20036,,(202) 775-0323,,,,,Main Number,,,,,(202) 775-0315,http://dcprisonerhelp.org,dcprisonerhelp@rcn.com,"9:00 am - 5:00 pm, Monday - Friday",,No fee,"Telephone, Mail",,District of Columbia,None,,,NW,"No Payment,",,,,,,1,,Marie-Ann Sennett,Executive Director,,"Provides civil legal services to prisoners with charges in or convictions from DC Superior Court.  Focuses on problems that arise while incarcerated, such as health and safety concerns. No assistance is available on criminal defense or challenging senten",242670,Legal-Advocacy
-77.013353051715882,38.905387342156509,640,DCAP0305AB,DCAP0305,"Perry School Community Services Center, Inc. - Art Center",128 M STREET NW,Suite 255,20001,"PSCSC, Inc.",(202) 321-2446,(202) 299-0452,(202) 312-7140,,,Intake Number,After-hours Number,Administrative Number,,,(202) 312-7145,www.perryschool.org,ssquirewell@perryschool.org,"10:00 am - 3:00 pm, Monday - Friday (sometimes Saturday)","Youths, Reside in service area.",No fee,"Telephone, By Appointment, Referrals from community organizations",,"Reside between 7th St, NW; 2nd St, NE; the railroad tracks; Florida and Rhode Island Ave on the North and Louisiana and Pennsylvania Ave on the South",,"Metro Rail Stop: Union Station (Red Line), 7 blocks; Metro Bus Route: #P6, #96, stops in the same block",,NW,"No Payment,",,,,,"Designated Parking, Indoor Wheelchair, Outside Ramps, Elevators or None Needed",1,,Stanley Squirewell,Acting Director,,"Offers visual and literary arts for youth including drawing, painting, graphics, murals and creative writing.",279016,Leisure-Youth
-77.045200011942114,38.914284831315328,641,DCAP0312AB,DCAP0312,HFA - Annual National Bereavement Teleconference,2001 S STREET NW,Suite 300,20009,"""Living With Grief"" Teleconference",(202) 638-5419,,(800) 854-3402,,,Intake Number,,Toll Free Number,,,(202) 638-5312,/www.hospicefoundation.org,telecon@hospicefoundation.org,"10:00 am - 6:00 pm, Monday - Friday;  The teleconference takes place once a year in April.","None.  However, must have access to a teleconference downlink location.","No fee, if location does not charge for attendance; Flat fee of $20 for available continuing education hours for professionals","Telephone,  Phone to a teleconference location.",English only,District of Columbia,None,"Metro Rail Stop, Dupont Circle - Red Line  (Teleconference does not broadcast from office)",,NW,"Other,",,,,,Outside Ramps,1,,Lisa Veglahn,Vice President,,"Broadcasts a live-via-satellite 2 1/2 hour television program that examines different issues surrounding grief & bereavement.  From a studio in Washington, DC, the program goes out to more than 2,000 communities across the country.  Organizations host th",242564,Bereavement
-77.039322471117302,38.909300389536213,642,DCAP0271AA,DCAP0271,DC Coalition Against Domestic Violence,1718 P STREET NW,Suite T-6,20036,DCCADV,(202) 299-1181,(202) 879-0152,,,,Intake number,Intake Number at the Court,,,,(202) 299-1193,http://www.dccadv.org/,,"9:00 am - 5:00 pm, Monday - Friday at Center; At Superior Court:  8:00 am - 3:00 pm, Monday and 8:30 am - 3:30 pm , Tuesday.",Any battered person,No fee,Call intake or go to court,"English, Spanish and some French",District of Columbia,,,,NW,"No Payment,",,,,,,1,,Sandra Majors,Executive Director,,"Provides support to battered persons and their children.  Services include community outreach, education, information referrals to shelters and legal assistance.  Seeks volunteers to be victim advocates.  Volunteers go with victim to court.",238113,Abusers
-76.997390336351771,38.899951893869691,643,DCAP0315AD,DCAP0315,DCG - DOES - Youth Programs - Mayor's Youth Leadership Institute,625 H STREET NE,1st Floor,20002,"MYLI, Office of Youth Programs, Passport to Work",(202) 698-3492,(202) 698-5242,(202) 724-7000,(877) 319-7346,(202) 645-4030,Main Number,Alternative Number,General Customer Service Number,Toll Free Number,TTY/TDD Number,(202) 698-5663,http://www.does.dc.gov,norman.nixon@dc.gov,"8:30 am - 5:00 pm, Monday - Friday",Age 14 - 17,No fee,Walk-In,"English; Spanish; American Sign Language; TDD",District of Columbia,"Social Security card; Birth Certificate; Proof of residence; Last paycheck stub; Parent (Guardian) proof of income","Metro Rail Stop:  Union Station (red line); Metro Bus Route:  X2",,NE,"No Payment,",,,,,"Designated Parking, Indoor Wheelchair, Elevators or None Needed",1,,Norman Nixon,Program Manager,,Designed to train District of Columbia youth in the concepts of leadership and self-development. Leadership development training begins at age 14 and generally concludes at 17.  New members are recruited during the spring for the 6 week summer training p,288803,Employment-Readiness
-76.992080455716334,38.932231848085834,644,DCAP0332AA,DCAP0332,St. Anthony Catholic Church - Food Pantry,1029 MONROE STREET NE,,20017-1761,St. Anthony's,(202) 526-8822,,,,,Intake Number,,,,,(202) 526-1543,http://www.stanthonydc.org,,"11:00 am - 2:00 pm, Monday - Friday (Food Pantry); 9:00 am - 5:00 pm, Monday - Friday (Administrative)","Recipients must reside in the Parish area, between the boundaries of Crittendon Street, NE, Rhode Island Avenue, NE, 4th Street, NE to 18th Street, NE",None,"Telephone, Walk-In",English,"Ward 5, St. Anthony Parish area",Proof of Residence,,,NE,"No Payment,",,,,,,1,,Mary Jo Leverette,Pastoral Associate,,"Provides emergency canned goods to needy families who reside within the Parish.	",156434,Food-Emergency Assistance
-77.031322250989163,38.912441765429364,645,DCAP0333AA,DCAP0333,Central Union Mission - Spiritual Recovery Program - Men's Minis.,1350 R STREET NW,,20009,,(202) 745-7118,,,,,Mission,,,,,(202) 232-7072,,,"9:00 am - 5:00 pm, Monday - Friday",None,No fee,Walk-In,"Spanish, English",District of Columbia,Picture ID,"Metro Rail Stop:  U Street, Corner of 14th Street and R Street",,NW,"No Payment,",,,,,,1,,David O. Treadwell,Executive Director,,"Encourages and facilitates restoration of family relationships and a return to productive independent living.  The program, designed for men, is centered around the study of scripture and its practical application.",295121,Independent Living Skills
-77.03156080536273,38.898906743020966,646,DCAP0122AF,DCAP0337,DCG - DHS - OECD - Child Care Services Division,717 14TH STREET NW,Suite 700,20005,Office of Early Childhood Development,(202) 727-0284,(202) 727-1839,(202) 310-2020,,,Intake Number,Main Number,24-hour Child Care Calendar Line,,,(202) 727-9709,http://www.dhs.dc.gov,,"8:15 am - 4:45 pm, Monday - Friday",Telephone for current eligibility criteria and guidelines,No fee,Telephone to schedule an appointment,English,District of Columbia,Telephone for required documents,"Metro Rail Stop: Metro Center (red,orange,blue); Metro Bus Route: 52,54",,NW,,,,,,,1,,Christine Kaucher,Program Manager,,Administers the financial assistance program for subsidized child care.  Applicants should call the agency for detailed eligibility requirements.,279904,Childcare-Infants
-77.033309792868906,38.927203073272217,647,DCAP0122AG,DCAP0264,WCDC - Child Care Resource and Referral Service,1420 COLUMBIA ROAD NW,Suite 201,20009,"DHS - OECD, Office of Early Childhood Development, Washington Child Development",(202) 387-0002,,,,,Resource & Referral Telephone Line,,,,,(202) 387-0411,www.wcdconline.org,jcastillo@wcdc.net,"8:30 am - 5:30 pm, Monday - Friday",None,No Fee,Telephone,"English, Spanish",District of Columbia,,,,NW,"No Payment,",,,,,,1,,Julia Castillo,Program Administrator,,"Assists families locate licensed childcare facilities in the District by proving referral information by telephone, fax, or mail.  Provides referral information for those seeking placement of their children in child care centers, infant care centers, fam",234355,Information & Referral
-77.003911427326187,38.900981603001952,648,DCAP0335AA,DCAP0371,DCG - CFSA - RDA - Family Resource Division,900 2ND STREET NE,Suite 221,20002,"CFSA, FOSTER CARE, ADOPTION",(202) 671-5683,,(202) 442-6100,(800) 388-7643,,Adoption & Foster Parent Line (671-LOVE),,Administrative Number,Toll Free Number,,,http://www.dcchildandfamilyservices.com/,,"8:15 am - 4:45 pm, Monday - Friday",,,Call for intake,,,,,,NE,,,,,,,1,,,,,"Provide ongoing supportive services to neglected and abused children in the District of Columbia.  Provides intake services to foster and pre-adoptive foster parents.
",81638,Adoption
-77.00719332217183,38.950042188071762,649,DCAP0343AE,DCAP0343,Community Family Life Services - Milestone Place SRO,4860 FORT TOTTEN DRIVE NE,,20011,,(202) 635-1744,(202) 347-1577,(202) 562-0483,,(202) 562-1204,Intake Number,Housing and Employment Services,,,alternate fax,(202) 635-3047,http://www.cflsdc.org,cfls1@cflsdc.org,"10:00 am - 6:00 pm, Monday - Friday","Single, homeless, clean and sober for 6 months, willing to live in drug and alcohol free environment","Sliding scale; residents must pay 30% of their income once accepted into program","Telephone, Walk-In","English; Can get interpreters for hispanic clients",District of Columbia, none,"Metro Rail Stop:  Fort Totten (Red and Green Lines), 1 block; Metro Bus Route:  64 bus stop, 2 blocks",,NE,,,,,,"Designated Parking, Indoor Wheelchair, Outside Ramps, Elevators or None Needed",1,,Thomas Knoll,Executive Director,,"Provides formerly homeless, single men and women with safe, supportive, and affordable housing in a drug and alcohol-free environment.  Offers life skills case managment services to help people reach self-sufficiency.  Residents have lounges, dining room",16680,Volunteer Opportunities
-77.032405818770911,38.917451816558355,650,DCAP0347AA,DCAP0370,DCG - EMA - Cooling Centers,2000 14TH STREET NW,8th Floor,20009,"Mayor's Command Center, EMA",(202) 727-6161,,,,,Mayor's Command Center,,,,,,,peter.laporte@dc.gov,10:00 am - 7:00 pm,None,None,None,,District of Columbia,None,,,NW,,,05/01,11/01,,,1,,Peter LaPorte,Director,,"Cooling centers are open to the public when the temperature is forcasted to be above 90 degrees.  Cooling centers are usually at the Reeves Center, 14th & U Streets, NW; 441 4th Street, NW; 3720 Martin Luther King Jr. Avenue, SE; 4301 Benning Road, SE; a",239976,Health-Emergency Care
-77.006965858677717,38.909181673565598,651,DCAP0349AA,DCAP0349,DCG - DOH - Emergency Health & Medical Services Administration,64 NEW YORK AVENUE NE,Suite 5000,20001,"EHMSA, OEHMS, Office of Emergency Health & Medical Services",(202) 442-9111,(202) 671-0733,(202) 671-4222,,,"Inspections, Certifications, and Exams",Call Center,Administrative Number,,,(202) 671-0707,http://dchealth.dc.gov,,"8:15 am - 4:45 pm, Monday - Friday",,No fee,,,,,,,NE,"No Payment,",,,,,"Outside Ramps, Elevators or None Needed",1,,Sherry Adams,Executive Director,,"Coordinates the delivery of emergency medical services and trauma care to residents, workers, and visitors in the District of Columbia.  Assists in the District's planned response to emergency health and medical crises through planning, preparedness, tra",289616,DC Government
-77.02892684935675,38.915310007312584,652,DCAP0348AB,DCAP0348,TERRIFIC - Grandma's Houses and the Francois-Xavier Bagnoud,1222 T STREET NW,,20009,Temporary Emergency Residential Resource Institute for Families in Crisis,(202) 234-4128,,,,,Intake Number,,,,,(202) 234-8145,,TERRIFIC75@aol.com,Open 24 hours (Residential Facility),"Ages 0 - 12,  wards of the  District of Columbia, referred by DC Child and Family Services Agency (CFSA)",No Fee,Referral Required (by CFSA),English (prior arrangement for other language needs),District of Columbia,"Referral Documentation, Medicaid Case Number, Medical Documentation","Metro Rail Stop, U Street/Cardoza, (Green Line), 1 block","Provided for family visitation, and medical, educational, and psychological appointments",NW,"No Payment,",,,,,,1,,Joan McCarley,Vice President,,"Provides comprehensive residential care to children who are determined by the DC Child and Family Services Agency to be neglected, abused, medically fragile and in need of temporary placement.",240851,Shelter-Youth
-77.019217263596801,38.957839919139481,653,DCAP0348AC,DCAP0348,TERRIFIC - The Joseph and Susie Tate TERRIFIC INN #2,418 MISSOURI AVENUE NW,,20011,Temporary Emergency Residential Resource Institute for Families in Crisis,(202) 234-8526,(202) 234-4128,,,,Intake Number,After-Hours Number,,,,(202) 234-8145,,TERRIFIC75@aol.com,"9:30 am - 5:30 pm,  Monday - Friday","US citizens, homeless families, with HIV status",Sliding Scale (tenants pay 30% of available monthly income),By Appointment,English,District of Columbia,"Last Paycheck Stub, Proof of Residence, Verification of HIV Status","Metro Rail Stop:  U Street/Cardoza (Green Line), 1 block; Metro Bus Route:  Stadium Armory, 1 block",Provided when ill or incapacitated and in need of home visits,NW,"Other,",,,,,,1,,Joan McCarley,Vice President,,Provides family housing for homeless families who are living with HIV/AIDS,248804,Homeless-Families
-77.02044056043556,38.894579437295498,654,DCAP0288AF,DCAP0288,House of Ruth - Domestic Violence Support Center,601 INDIANA AVENUE NW,Suite 800,20004,DV Support Center,(202) 347-0390,,(202) 347-2777,,,Intake Number,,24-Hour Domestic Violence Hotline,,,(202) 347-0506,http://www.houseofruth.org,,Open 24 hours (Hotline),"Victims of domestic violence, Abuse must occur in DC",None,"Telephone, Walk-In",English,District of Columbia,,"Metro Rail Stop: Judiciary Square, 3 blocks",,NW,"No Payment,",Anytime,,,,Not Accessible,1,,Sylvia Paulina Williams,Program Coordinator,,Provides case management and supportive counseling for adult and child victims of domestic violence.,279843,Abuse-Emotional
