victim_age,victim_gender,victim_race,date_of_incident,city,state,zipcode,county,agency,cause_of_death,symptoms_of_mental_illness,unarmed,alleged_weapon,alleged_threat_level,fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Male,White,7/16/13,Los Angeles,CA,90006,Los Angeles,Los Angeles Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Male,Black,7/16/13,San Antonio,TX,78229,Bexar,San Antonio Police Department,Gunshot,No,Unarmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Male,Black,7/16/13,St. Petersburg,FL,33711,Pinellas,St. Petersburg Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Male,Black,7/15/13,Little Rock,AR,72204,Pulaski,Little Rock Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Male,White,7/14/13,Killeen,TX,76543,Bell,Killeen Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Male,Hispanic,7/14/13,Lafayette,LA,70503,Lafayette,Lafayette Police Department,Gunshot,Yes,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Male,Asian,7/14/13,St. Louis Park,MN,55416,Hennepin,St. Louis Park Police Department,Taser,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Male,White,7/13/13,Needham,IN,46162,Johnson,Johnson County Sheriff's Office,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Male,White,7/12/13,Oak View,CA,93001,Ventura,Ventura County Sheriff's Office,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Male,Black,7/11/13,Riverside,CA,92503,Riverside,Riverside Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Male,Black,7/11/13,Oklahoma City,OK,73108,Oklahoma,Oklahoma City Police Department,Gunshot,Unknown,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Male,Hispanic,7/11/13,Phoenix,AZ,85017,Maricopa,Phoenix Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Male,White,7/11/13,Wichita,KS,67217,Sedgwick,Wichita Police Department,Gunshot,Drug or alcohol use,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Male,Black,7/11/13,Reno,NV,89512,Washoe,Reno Police Department,Gunshot,Yes,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Male,White,7/10/13,St. Cloud,FL,34769,Osceola,St. Cloud Police Department,Taser,No,Unarmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Male,Unknown race,7/10/13,Houston,TX,77095,Harris,Texas Department of Public Safety,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Male,Black,7/10/13,Loma,CO,81524,Mesa,Lakewood Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Male,Hispanic,7/9/13,Yuma,AZ,85365,Yuma,Yuma County Sheriff's Office,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Male,Black,7/9/13,Jacksonville,FL,32210,Duval,Jacksonville Sheriff's Office,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Male,Hispanic,7/9/13,Belleville,NJ,07109,Essex,Belleville Police Department,Gunshot,Drug or alcohol use,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Male,Unknown race,7/9/13,Cabazon,CA,92230,Riverside,Riverside County Sheriff's Department,Gunshot,Unknown,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Male,Black,7/9/13,Hazelwood,MO,63042,St. Louis,Hazelwood Police Department,"Taser, Beaten",No,Unarmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Male,Unknown race,7/8/13,Brush Valley,PA,15701,Indiana,Pennsylvania State Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Male,White,7/8/13,Batavia Township,IL,60510,Kane,Kane County Police Department,Gunshot,Yes,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Male,Black,7/8/13,Panama City,FL,32405,Leon,Panama City Police,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Male,White,7/8/13,Sewickley,PA,15143,Allegheny,Sewickley and Allegheny County police,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Male,Hispanic,7/8/13,Oakland,CA,94601,Alameda,Oakland Police Department,Medical Emergency,Yes,Unarmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Male,White,7/8/13,Pooler,GA,31322,Chatham,Pooler Police Department,Gunshot,Yes,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Male,Hispanic,7/7/13,Amarillo,TX,79102,Potter,Amarillo Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Male,White,7/7/13,Buckner,IL,62819,Franklin,Buckner Police Department,"Taser, Pepper spray, beaten",No,Unarmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Male,White,7/7/13,Norco,CA,92860,Riverside,Riverside County Sheriff's Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Male,Black,7/7/13,Louisville,KY,40228,Jefferson,Louisville Metro Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Male,Asian,7/6/13,Fresno,CA,93702,Fresno,Fresno Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Male,Unknown race,7/6/13,Phoenix,AZ,85006,Maricopa,Phoenix Police Department,Gunshot,Yes,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Male,White,7/6/13,Charlotte,NC,28262,Mecklenburg,Charlotte-Mecklenburg Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Male,White,7/6/13,Brooklyn,NY,11211,Kings,New York Police Department,Vehicle,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Male,Unknown race,7/6/13,Craigsville,WV,26205,Nicholas,Nicholas County Sheriff’s Office,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Male,Black,7/5/13,Albuquerque,NM,87110,Bernalillo,Albuquerque Police Department,Gunshot,Yes,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Male,White,7/5/13,Pensacola,FL,32506,Escambia,Escambia County Sheriff's Office,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Male,White,7/5/13,Seattle,WA,98102,King,Seattle Police Department,Gunshot,Yes,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Male,White,7/5/13,Billings,MT,59102,Yellowstone,Yellowstone County Sheriff's Office,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Male,Unknown race,7/5/13,Des Moines,IA,50311,Polk,Des Moines Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Male,Unknown race,7/4/13,Orlando,FL,32818,Orange,Orlando Police Department,Vehicle,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Male,Black,7/4/13,Chicago,IL,60621,Cook,Chicago Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Male,Asian,7/4/13,Arlington,TX,76014,Tarrant,Arlington Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Male,Hispanic,7/4/13,New York,NY,11205,New York,New York Police Department,Medical Emergency,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Male,Black,7/4/13,Indio,CA,92201,Riverside,Indio Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Male,Hispanic,7/4/13,Gilford Township,MI,48757,Tuscola,Tuscola County Sheriff's Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Male,White,7/3/13,Calais,ME,04619,Washington,Calais Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Male,White,7/3/13,Malvern,AR,72104,Hot Spring,Rockport Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Male,White,7/3/13,Boardman,OH,44512,Mahoning,Boardman Police,Gunshot,Yes,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Male,White,7/3/13,Orange,MA,01364,Franklin,Massachusetts State Police Special Tactical Operations (STOP) Team,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Male,White,7/2/13,Ashland,MA,01721,Middlesex,Ashland Police Department,Gunshot,Drug or alcohol use,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Male,Hispanic,7/2/13,Las Cruces,NM,88005,Dona Ana,Las Cruces Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Male,Unknown race,7/2/13,Hayward,CA,94544,Alameda,Hayward Police Department,Medical Emergency,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Female,Unknown race,7/2/13,Redmond,OR,97756,Deschutes,Deschutes County Sheriff's Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Male,Unknown race,7/1/13,Town of Pound,WI,54161,Marinette,Marinette County Sheriff's Office,Gunshot,Yes,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Male,Unknown race,7/1/13,Memphis,TN,38117,Shelby,Memphis Police Department,Gunshot,Yes,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Male,Hispanic,6/30/13,Pacoima,CA,91331,Los Angeles,Los Angeles Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Male,Black,6/30/13,Augusta,GA,30906,Richmond,Richmond County Sheriff's Office,Taser,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Male,Unknown race,6/29/13,Shirley,NY,11967,Suffolk,Suffolk County Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Male,Unknown race,6/29/13,Yucaipa,CA,92399,San Bernardino,Yucaipa Sheriff's Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Male,Black,6/29/13,Vacaville,CA,95688,Solano,Vacaville Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Male,Hispanic,6/29/13,Miami,FL,,Miami-Dade,Miami-Dade Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Male,White,6/28/13,Granbury,TX,76048,Hood,Granbury Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Male,White,6/28/13,Jacksonville,AR,72076,Pulaski,Jacksonville Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Male,Asian,6/28/13,San Antonio,TX,78218,Bexar,San Antonio Police Department,Gunshot,Unknown,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Male,White,6/28/13,Uniontown,PA,15401,Fayette,Pennsylvania State Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Male,Black,6/27/13,Compton,CA,90220,Los Angeles,Los Angeles County Sheriff's Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Male,White,6/27/13,Littlerock,CA,93543,Los Angeles,Los Angeles County Sheriff's Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Male,Unknown race,6/27/13,Atlanta,GA,30310,Fulton,Atlanta Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Female,Unknown race,6/26/13,Fort Lauderdale,FL,33308,Broward,Broward County Sheriff's Office,Vehicle,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Male,White,6/26/13,Hemet,CA,92544,Riverside,Riverside County Sheriff’s Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Male,Unknown race,6/26/13,Maysel,WV,25133,Clay,"West Virginia State Police special response team, Drug Enforcement Administration",Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Male,White,6/26/13,Liberty Township,MN,56601,Beltrami,Beltrami County Sheriff's Office,Gunshot,Yes,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Male,Unknown race,6/25/13,Jurupa Valley,CA,92509,Riverside,Riverside County Sheriff's Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Male,Unknown race,6/24/13,Fairview,AK,99501,Matanuska-Susitna Borough,Anchorage Police Department,Gunshot,Unknown,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Male,White,6/24/13,Cape Coral,FL,33990,Lee,Cape Coral Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Male,Black,6/23/13,Lexington,MS,39095,Holmes,Lexington Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Male,White,6/23/13,Houston,TX,77089,Harris,Pearland Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Female,Hispanic,6/23/13,Santa Ana,CA,92704,Orange,Santa Ana Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Male,Unknown race,6/23/13,Fort Worth,TX,76112,Tarrant,Fort Worth Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Female,White,6/23/13,Round Rock,TX,78664,Williamson,Round Rock Police Department,Gunshot,Unknown,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Male,Unknown race,6/22/13,Roseburg,OR,97470,Douglas,Douglas County Sheriff's Office,Taser,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Male,White,6/22/13,Trenton,ND,58801,Williams,North Dakota Highway Patrol,Vehicle,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Male,Hispanic,6/22/13,La Puente,CA,91744,Los Angeles,Los Angeles County Sheriff's Department,Gunshot,Unknown,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Male,White,6/21/13,Coal City,WV,25823,Raleigh,Raleigh County Sheriff's Office,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Male,Black,6/20/13,Glendale,AZ,85303,Maricopa,Glendale Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Male,Black,6/20/13,Milwaukee,WI,53210,Milwaukee,Milwaukee Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Male,White,6/20/13,Knoxville,TN,37934,Knox,Knox County Sheriff's Office,Gunshot,Yes,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Male,Hispanic,6/19/13,Irving,TX,75060,Dallas,Irving Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Male,Black,6/19/13,Oklahoma City,OK,73111,Oklahoma,Oklahoma City Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Male,Unknown race,6/19/13,Lynnwood,WA,98087,Snohomish,Snohomish County Sheriff's Office,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Male,Unknown race,6/19/13,Shreveport,LA,71107,Caddo,Caddo County Sheriff's Office,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Male,Hispanic,6/19/13,New York,NY,10467,Bronx,New York Police Department,Medical Emergency,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Male,Black,6/18/13,Hampton,VA,23669,Hampton City,Hampton Police Division,Medical Emergency,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Male,White,6/18/13,Lakewood,WA,98498,Pierce,Lakewood Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Male,Unknown race,6/18/13,New York,NY,11207,New York,New York Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Male,Black,6/18/13,Charlotte,NC,28213,Mecklenburg,Charlotte-Mecklenburg Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Male,Black,6/17/13,San Antonio,TX,78218,Bexar,San Antonio Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Male,Unknown race,6/17/13,Kansas City,MO,64119,Clay,Kansas City Police Department,Taser,Yes,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Male,Hispanic,6/17/13,Bakersfield,CA,93304,Kern,Kern County Sheriff’s Office,Drug Overdose,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Male,White,6/17/13,Nacogdoches,TX,75965,Nacogdoches,Nacogdoches County Sheriff's Office,Gunshot,Unknown,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Male,Unknown race,6/17/13,Salem,CT,06420,New London,Connecticut State Police,Gunshot,Yes,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Male,White,6/16/13,Bakersfield,CA,93308,Kern,Kern County Sheriff's Office,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Male,Black,6/16/13,Chicago,IL,60623,Cook,Chicago Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Male,Unknown race,6/16/13,Montgomery,IN,47558,Daviess,Indiana State Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Male,Black,6/16/13,Chicago,IL,60621,Cook,Chicago Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Male,Unknown race,6/16/13,Fremont,CA,94539,Alameda,Fremont Police Department,Gunshot,Yes,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Male,Black,6/16/13,Miami,FL,33176,Miami-Dade,Miami-Dade Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Male,Black,6/16/13,Midwest City,OK,73110,Oklahoma,Midwest City Police Department,Gunshot,Yes,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Male,Hispanic,6/16/13,Round Rock,TX,78664,Williamson,Round Rock Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Male,White,6/16/13,Orlando,FL,32804,Orange,Orange County Sheriff's Office,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Male,Black,6/16/13,West Columbia,SC,29169,Lexington,West Columbia Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Male,Hispanic,6/15/13,Omaha,NE,68107,Douglas,Omaha Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Male,Unknown race,6/15/13,Miami,FL,33147,Miami-Dade,Miami-Dade Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Male,White,6/15/13,Fruita,CO,81521,Mesa,Fruita Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Male,Black,6/15/13,Gainesville,FL,32607,Alachua,Alachua County Sheriff's Office,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Male,Black,6/14/13,Castro Valley,CA,94546,Alameda,Alameda County Sheriff's Office,Gunshot,Yes,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Male,White,6/14/13,Randolph,MA,02368,Norfolk,Massachusetts State Police Department,Gunshot,Yes,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Male,Unknown race,6/13/13,Huntsville,AL,35801,Madison,Huntsville Police Department,Beaten,Drug or alcohol use,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Male,White,6/13/13,Elkhorn,WI,53121,Walworth,Walworth County Sheriff's Office,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Male,White,6/13/13,Spokane,WA,99223,Spokane,Spokane County Sheriff’s Office,Asphyxiated,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Male,Unknown race,6/12/13,Orange,CA,92865,Orange,Orange Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Male,White,6/12/13,Fullerton,CA,92831,Orange,Fullerton Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Male,White,6/12/13,Mullan,ID,83846,Shoshone,Idaho State Police,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Male,White,6/11/13,Duluth,MN,55811,St. Louis,Duluth Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Male,Black,6/11/13,Beloit,WI,53511,Rock,Beloit Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Male,White,6/10/13,Lancaster,PA,17603,Lancaster,Lancaster Police Department,Gunshot,Yes,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Male,Black,6/10/13,Orlando,FL,32801,Orange,Orlando Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Male,White,6/10/13,Sardis,GA,30456,Burke,Sardis Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Male,Hispanic,6/9/13,Meriden,CT,06451,New Haven,Meriden Police Department,Taser,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Male,White,6/9/13,Hampden,ME,04444,Penobscot,Hampden Police Department,Gunshot,Yes,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Male,White,6/9/13,Paden,OK,74860,Okfuskee,Okfuskee County Sheriff's Office,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Male,White,6/9/13,Thornton,IL,60476,Cook,Thornton Police Department,Taser,Unknown,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
